/r/IsA	/c/en/1	/c/en/abstaction	2.0
/r/IsA	/c/en/1	/c/en/number	4.472
/r/IsA	/c/en/1/n/wp/ep	/c/en/album/n	0.5
/r/IsA	/c/en/100ll	/c/en/avgas/n	1.0
/r/IsA	/c/en/1095/n	/c/en/steel	1.0
/r/IsA	/c/en/10mm	/c/en/1cm	1.0
/r/IsA	/c/en/11	/c/en/film/n	0.5
/r/IsA	/c/en/12	/c/en/dozen	1.0
/r/IsA	/c/en/12	/c/en/train/n	0.5
/r/IsA	/c/en/121	/c/en/train/n	0.5
/r/IsA	/c/en/124141234	/c/en/number	2.0
/r/IsA	/c/en/1337/a	/c/en/leet	1.0
/r/IsA	/c/en/1337/a	/c/en/leetspeak	1.0
/r/IsA	/c/en/15	/c/en/automobile/n	0.5
/r/IsA	/c/en/15	/c/en/band/n	0.5
/r/IsA	/c/en/1530s/n/wn/time	/c/en/decade/n/wn/time	2.0
/r/IsA	/c/en/16	/c/en/locomotive/n	0.5
/r/IsA	/c/en/16	/c/en/train/n	0.5
/r/IsA	/c/en/16	/c/en/weapon/n	0.5
/r/IsA	/c/en/1750s/n/wn/time	/c/en/decade/n/wn/time	2.0
/r/IsA	/c/en/1760s/n/wn/time	/c/en/decade/n/wn/time	2.0
/r/IsA	/c/en/1770s/n/wn/time	/c/en/decade/n/wn/time	2.0
/r/IsA	/c/en/1780s/n/wn/time	/c/en/decade/n/wn/time	2.0
/r/IsA	/c/en/1790s/n/wn/time	/c/en/decade/n/wn/time	2.0
/r/IsA	/c/en/1820s/n/wn/time	/c/en/decade/n/wn/time	2.0
/r/IsA	/c/en/1830s/n/wn/time	/c/en/decade/n/wn/time	2.0
/r/IsA	/c/en/1840s/n/wn/time	/c/en/decade/n/wn/time	2.0
/r/IsA	/c/en/1850s/n/wn/time	/c/en/decade/n/wn/time	2.0
/r/IsA	/c/en/1860s/n/wn/time	/c/en/decade/n/wn/time	2.0
/r/IsA	/c/en/1870s/n/wn/time	/c/en/decade/n/wn/time	2.0
/r/IsA	/c/en/1890s	/c/en/90s/n	1.0
/r/IsA	/c/en/1900s/n/wn/time	/c/en/decade/n/wn/time	2.0
/r/IsA	/c/en/1984/n/wp/advertisement	/c/en/film/n	0.5
/r/IsA	/c/en/1984/n/wp/magazine	/c/en/comic/n	0.5
/r/IsA	/c/en/2	/c/en/locomotive/n	0.5
/r/IsA	/c/en/2	/c/en/number	1.0
/r/IsA	/c/en/2	/c/en/software/n	0.5
/r/IsA	/c/en/20	/c/en/aircraft/n	0.5
/r/IsA	/c/en/20	/c/en/automobile/n	0.5
/r/IsA	/c/en/201	/c/en/device/n	0.5
/r/IsA	/c/en/20q	/c/en/game	1.0
/r/IsA	/c/en/213/n/wp/group	/c/en/band/n	0.5
/r/IsA	/c/en/25	/c/en/weapon/n	0.5
/r/IsA	/c/en/26	/c/en/weapon/n	0.5
/r/IsA	/c/en/28	/c/en/automobile/n	0.5
/r/IsA	/c/en/28	/c/en/weapon/n	0.5
/r/IsA	/c/en/28/n/wp/book	/c/en/book/n	0.5
/r/IsA	/c/en/280zx/n	/c/en/datsun/n	1.0
/r/IsA	/c/en/2ap	/c/en/acetylpyrroline/n	1.0
/r/IsA	/c/en/2ap/n	/c/en/ap	1.0
/r/IsA	/c/en/2ap/n	/c/en/imine	1.0
/r/IsA	/c/en/3	/c/en/characters	1.0
/r/IsA	/c/en/3	/c/en/locomotive/n	0.5
/r/IsA	/c/en/3	/c/en/nuber	1.0
/r/IsA	/c/en/30	/c/en/automobile/n	0.5
/r/IsA	/c/en/30	/c/en/weapon/n	0.5
/r/IsA	/c/en/300/n/wp/comics	/c/en/comic/n	0.5
/r/IsA	/c/en/31	/c/en/weapon/n	1.0
/r/IsA	/c/en/32	/c/en/weapon/n	0.5
/r/IsA	/c/en/33	/c/en/weapon/n	0.5
/r/IsA	/c/en/34	/c/en/aircraft/n	0.5
/r/IsA	/c/en/34	/c/en/weapon/n	0.5
/r/IsA	/c/en/37	/c/en/aircraft/n	0.5
/r/IsA	/c/en/37/n/wp/19	/c/en/weapon/n	0.5
/r/IsA	/c/en/370z/n	/c/en/car/n	1.0
/r/IsA	/c/en/38	/c/en/weapon/n	0.5
/r/IsA	/c/en/39	/c/en/aircraft/n	0.5
/r/IsA	/c/en/39	/c/en/weapon/n	0.5
/r/IsA	/c/en/3m	/c/en/company/n	0.5
/r/IsA	/c/en/3tc/n	/c/en/medicine/n	1.0
/r/IsA	/c/en/3tc/n	/c/en/nrti/n	1.0
/r/IsA	/c/en/4	/c/en/automobile/n	0.5
/r/IsA	/c/en/4	/c/en/characters	1.0
/r/IsA	/c/en/4	/c/en/locomotive/n	0.5
/r/IsA	/c/en/4	/c/en/number	1.0
/r/IsA	/c/en/4	/c/en/train/n	0.5
/r/IsA	/c/en/4	/c/en/weapon/n	0.5
/r/IsA	/c/en/40	/c/en/fourty	1.0
/r/IsA	/c/en/40	/c/en/weapon/n	0.5
/r/IsA	/c/en/41	/c/en/weapon/n	0.5
/r/IsA	/c/en/411	/c/en/band/n	0.5
/r/IsA	/c/en/43	/c/en/weapon/n	0.5
/r/IsA	/c/en/45	/c/en/automobile/n	0.5
/r/IsA	/c/en/46	/c/en/weapon/n	0.5
/r/IsA	/c/en/4cv/n	/c/en/renault/n	1.0
/r/IsA	/c/en/4ktro	/c/en/intro/n	1.0
/r/IsA	/c/en/5	/c/en/album/n	0.5
/r/IsA	/c/en/5	/c/en/characters	1.0
/r/IsA	/c/en/5	/c/en/locomotive/n	0.5
/r/IsA	/c/en/5	/c/en/number	1.0
/r/IsA	/c/en/50	/c/en/automobile/n	0.5
/r/IsA	/c/en/5160/n	/c/en/steel	1.0
/r/IsA	/c/en/52verse	/c/en/dcverse/n	1.0
/r/IsA	/c/en/52verse/n	/c/en/dcverse	1.0
/r/IsA	/c/en/53	/c/en/weapon/n	0.5
/r/IsA	/c/en/55	/c/en/weapon/n	0.5
/r/IsA	/c/en/6.170	/c/en/class	1.0
/r/IsA	/c/en/6	/c/en/locomotive/n	0.5
/r/IsA	/c/en/6	/c/en/number	1.0
/r/IsA	/c/en/6	/c/en/train/n	0.5
/r/IsA	/c/en/61	/c/en/film/n	0.5
/r/IsA	/c/en/63	/c/en/book/n	0.5
/r/IsA	/c/en/7	/c/en/locomotive/n	0.5
/r/IsA	/c/en/7	/c/en/number	2.0
/r/IsA	/c/en/73	/c/en/album/n	0.5
/r/IsA	/c/en/75	/c/en/aircraft/n	0.5
/r/IsA	/c/en/77/n/wp/scotti	/c/en/weapon/n	0.5
/r/IsA	/c/en/79	/c/en/weapon/n	0.5
/r/IsA	/c/en/8	/c/en/film/n	0.5
/r/IsA	/c/en/8	/c/en/number	1.0
/r/IsA	/c/en/8	/c/en/train/n	0.5
/r/IsA	/c/en/80386	/c/en/cpu	2.0
/r/IsA	/c/en/8x8x8	/c/en/8x8/n	1.0
/r/IsA	/c/en/8x8x8/n	/c/en/8x8	1.0
/r/IsA	/c/en/9	/c/en/automobile/n	0.5
/r/IsA	/c/en/9	/c/en/number	2.0
/r/IsA	/c/en/90	/c/en/automobile/n	0.5
/r/IsA	/c/en/90	/c/en/weapon/n	0.5
/r/IsA	/c/en/91	/c/en/weapon/n	0.5
/r/IsA	/c/en/911/n	/c/en/porsche/n	1.0
/r/IsA	/c/en/914/n	/c/en/porsche/n	1.0
/r/IsA	/c/en/92	/c/en/album/n	0.5
/r/IsA	/c/en/924/n	/c/en/porsche/n	1.0
/r/IsA	/c/en/930/n	/c/en/porsche/n	1.0
/r/IsA	/c/en/94	/c/en/weapon/n	0.5
/r/IsA	/c/en/94ul	/c/en/avgas/n	1.0
/r/IsA	/c/en/98	/c/en/album/n	0.5
/r/IsA	/c/en/99	/c/en/automobile/n	0.5
/r/IsA	/c/en/a	/c/en/or	1.0
/r/IsA	/c/en/a/n/wn/communication	/c/en/letter/n/wn/communication	2.0
/r/IsA	/c/en/a/n/wp/yacht	/c/en/ship/n	0.5
/r/IsA	/c/en/aa/n	/c/en/pufa/n	1.0
/r/IsA	/c/en/aa/n/wn/substance	/c/en/lava/n/wn/substance	2.0
/r/IsA	/c/en/aa/n/wp/architect	/c/en/person/n	0.5
/r/IsA	/c/en/aa/n/wp/möhne	/c/en/river/n	0.5
